ID,Year,Month,Species,Station,Wt/h,Nt/h,Swept_area_km2/h,Lon,Lat
1117,2010,5,Engraulis japonicus,3651 ,0 ,0 ,0.13 ,118.75,38.75
1118,2010,5,Larimichthys polyactis,3651 ,0 ,0 ,0.13 ,118.75,38.75
1119,2010,5,Oratosquilla oratoria,3651 ,122 ,5 ,0.13 ,118.75,38.75
1120,2010,5,Portunus trituberculatus,3651 ,0 ,0 ,0.13 ,118.75,38.75
1121,2010,5,Loliolus,3651 ,3 ,2 ,0.13 ,118.75,38.75
1122,2010,5,Octopus ocellatus,3651 ,0 ,0 ,0.13 ,118.75,38.75
1123,2010,5,Engraulis japonicus,3652 ,0 ,0 ,0.13 ,118.75,38.85
1124,2010,5,Larimichthys polyactis,3652 ,0 ,0 ,0.13 ,118.75,38.85
1125,2010,5,Oratosquilla oratoria,3652 ,0 ,0 ,0.13 ,118.75,38.85
1126,2010,5,Portunus trituberculatus,3652 ,0 ,0 ,0.13 ,118.75,38.85
1127,2010,5,Loliolus,3652 ,0 ,0 ,0.13 ,118.75,38.85
1128,2010,5,Octopus ocellatus,3652 ,0 ,0 ,0.13 ,118.75,38.85
1129,2010,5,Engraulis japonicus,3551 ,0 ,0 ,0.13 ,118.25,38.75
1130,2010,5,Larimichthys polyactis,3551 ,0 ,0 ,0.13 ,118.25,38.75
1131,2010,5,Oratosquilla oratoria,3551 ,4 ,1 ,0.13 ,118.25,38.75
1132,2010,5,Portunus trituberculatus,3551 ,9 ,1 ,0.13 ,118.25,38.75
1133,2010,5,Loliolus,3551 ,0 ,0 ,0.13 ,118.25,38.75
1134,2010,5,Octopus ocellatus,3551 ,0 ,0 ,0.13 ,118.25,38.75
1135,2010,5,Engraulis japonicus,3574 ,0 ,0 ,0.13 ,118.25,38.5
1136,2010,5,Larimichthys polyactis,3574 ,0 ,0 ,0.13 ,118.25,38.5
1137,2010,5,Oratosquilla oratoria,3574 ,32 ,5 ,0.13 ,118.25,38.5
1138,2010,5,Portunus trituberculatus,3574 ,0 ,0 ,0.13 ,118.25,38.5
1139,2010,5,Loliolus,3574 ,0 ,0 ,0.13 ,118.25,38.5
1140,2010,5,Octopus ocellatus,3574 ,0 ,0 ,0.13 ,118.25,38.5
1141,2010,5,Engraulis japonicus,3584 ,0 ,0 ,0.13 ,118.33,38.5
1142,2010,5,Larimichthys polyactis,3584 ,0 ,0 ,0.13 ,118.33,38.5
1143,2010,5,Oratosquilla oratoria,3584 ,360 ,24 ,0.13 ,118.33,38.5
1144,2010,5,Portunus trituberculatus,3584 ,0 ,0 ,0.13 ,118.33,38.5
1145,2010,5,Loliolus,3584 ,0 ,0 ,0.13 ,118.33,38.5
1146,2010,5,Octopus ocellatus,3584 ,0 ,0 ,0.13 ,118.33,38.5
1147,2010,5,Engraulis japonicus,3694 ,0 ,0 ,0.13 ,119,38.5
1148,2010,5,Larimichthys polyactis,3694 ,0 ,0 ,0.13 ,119,38.5
1149,2010,5,Oratosquilla oratoria,3694 ,162 ,14 ,0.13 ,119,38.5
1150,2010,5,Portunus trituberculatus,3694 ,0 ,0 ,0.13 ,119,38.5
1151,2010,5,Loliolus,3694 ,0 ,0 ,0.13 ,119,38.5
1152,2010,5,Octopus ocellatus,3694 ,0 ,0 ,0.13 ,119,38.5
1153,2010,5,Engraulis japonicus,4934 ,0 ,0 ,0.13 ,119,38.33
1154,2010,5,Larimichthys polyactis,4934 ,0 ,0 ,0.13 ,119,38.33
1155,2010,5,Oratosquilla oratoria,4934 ,2040 ,20 ,0.13 ,119,38.33
1156,2010,5,Portunus trituberculatus,4934 ,0 ,0 ,0.13 ,119,38.33
1157,2010,5,Loliolus,4934 ,0 ,0 ,0.13 ,119,38.33
1158,2010,5,Octopus ocellatus,4934 ,0 ,0 ,0.13 ,119,38.33
1159,2010,5,Engraulis japonicus,5051 ,0 ,0 ,0.13 ,119.25,38.25
1160,2010,5,Larimichthys polyactis,5051 ,0 ,0 ,0.13 ,119.25,38.25
1161,2010,5,Oratosquilla oratoria,5051 ,164 ,18 ,0.13 ,119.25,38.25
1162,2010,5,Portunus trituberculatus,5051 ,100 ,2 ,0.13 ,119.25,38.25
1163,2010,5,Loliolus,5051 ,0 ,0 ,0.13 ,119.25,38.25
1164,2010,5,Octopus ocellatus,5051 ,0 ,0 ,0.13 ,119.25,38.25
1165,2010,5,Engraulis japonicus,3794 ,0 ,0 ,0.13 ,119.5,38.5
1166,2010,5,Larimichthys polyactis,3794 ,0 ,0 ,0.13 ,119.5,38.5
1167,2010,5,Oratosquilla oratoria,3794 ,16 ,4 ,0.13 ,119.5,38.5
1168,2010,5,Portunus trituberculatus,3794 ,0 ,0 ,0.13 ,119.5,38.5
1169,2010,5,Loliolus,3794 ,52 ,8 ,0.13 ,119.5,38.5
1170,2010,5,Octopus ocellatus,3794 ,0 ,0 ,0.13 ,119.5,38.5
1171,2010,5,Engraulis japonicus,3894 ,0 ,0 ,0.13 ,120,38.5
1172,2010,5,Larimichthys polyactis,3894 ,0 ,0 ,0.13 ,120,38.5
1173,2010,5,Oratosquilla oratoria,3894 ,53 ,6 ,0.13 ,120,38.5
1174,2010,5,Portunus trituberculatus,3894 ,0 ,0 ,0.13 ,120,38.5
1175,2010,5,Loliolus,3894 ,0 ,0 ,0.13 ,120,38.5
1176,2010,5,Octopus ocellatus,3894 ,0 ,0 ,0.13 ,120,38.5
1177,2010,5,Engraulis japonicus,5151 ,0 ,0 ,0.13 ,119.75,38.25
1178,2010,5,Larimichthys polyactis,5151 ,0 ,0 ,0.13 ,119.75,38.25
1179,2010,5,Oratosquilla oratoria,5151 ,6 ,2 ,0.13 ,119.75,38.25
1180,2010,5,Portunus trituberculatus,5151 ,0 ,0 ,0.13 ,119.75,38.25
1181,2010,5,Loliolus,5151 ,0 ,12 ,0.13 ,119.75,38.25
1182,2010,5,Octopus ocellatus,5151 ,0 ,0 ,0.13 ,119.75,38.25
1183,2010,5,Engraulis japonicus,5183 ,0 ,0 ,0.13 ,119.75,38
1184,2010,5,Larimichthys polyactis,5183 ,0 ,0 ,0.13 ,119.75,38
1185,2010,5,Oratosquilla oratoria,5183 ,145 ,10 ,0.13 ,119.75,38
1186,2010,5,Portunus trituberculatus,5183 ,0 ,0 ,0.13 ,119.75,38
1187,2010,5,Loliolus,5183 ,2 ,3 ,0.13 ,119.75,38
1188,2010,5,Octopus ocellatus,5183 ,0 ,0 ,0.13 ,119.75,38
1189,2010,5,Engraulis japonicus,5084 ,0 ,0 ,0.13 ,119.33,38
1190,2010,5,Larimichthys polyactis,5084 ,0 ,0 ,0.13 ,119.33,38
1191,2010,5,Oratosquilla oratoria,5084 ,429 ,17 ,0.13 ,119.33,38
1192,2010,5,Portunus trituberculatus,5084 ,0 ,0 ,0.13 ,119.33,38
1193,2010,5,Loliolus,5084 ,9 ,2 ,0.13 ,119.33,38
1194,2010,5,Octopus ocellatus,5084 ,0 ,0 ,0.13 ,119.33,38
1195,2010,5,Engraulis japonicus,6151 ,0 ,0 ,0.13 ,119.25,37.75
1196,2010,5,Larimichthys polyactis,6151 ,0 ,0 ,0.13 ,119.25,37.75
1197,2010,5,Oratosquilla oratoria,6151 ,34 ,4 ,0.13 ,119.25,37.75
1198,2010,5,Portunus trituberculatus,6151 ,0 ,0 ,0.13 ,119.25,37.75
1199,2010,5,Loliolus,6151 ,0 ,0 ,0.13 ,119.25,37.75
1200,2010,5,Octopus ocellatus,6151 ,0 ,0 ,0.13 ,119.25,37.75
1201,2010,5,Engraulis japonicus,6251 ,0 ,0 ,0.13 ,119.75,37.75
1202,2010,5,Larimichthys polyactis,6251 ,0 ,0 ,0.13 ,119.75,37.75
1203,2010,5,Oratosquilla oratoria,6251 ,84 ,6 ,0.13 ,119.75,37.75
1204,2010,5,Portunus trituberculatus,6251 ,0 ,0 ,0.13 ,119.75,37.75
1205,2010,5,Loliolus,6251 ,42 ,27 ,0.13 ,119.75,37.75
1206,2010,5,Octopus ocellatus,6251 ,311 ,5 ,0.13 ,119.75,37.75
1207,2010,5,Engraulis japonicus,6274 ,0 ,0 ,0.13 ,119.66,37.5
1208,2010,5,Larimichthys polyactis,6274 ,0 ,0 ,0.13 ,119.66,37.5
1209,2010,5,Oratosquilla oratoria,6274 ,0 ,0 ,0.13 ,119.66,37.5
1210,2010,5,Portunus trituberculatus,6274 ,0 ,0 ,0.13 ,119.66,37.5
1211,2010,5,Loliolus,6274 ,33 ,14 ,0.13 ,119.66,37.5
1212,2010,5,Octopus ocellatus,6274 ,0 ,0 ,0.13 ,119.66,37.5
1213,2010,5,Engraulis japonicus,6183 ,0 ,0 ,0.13 ,119.25,37.5
1214,2010,5,Larimichthys polyactis,6183 ,0 ,0 ,0.13 ,119.25,37.5
1215,2010,5,Oratosquilla oratoria,6183 ,303 ,23 ,0.13 ,119.25,37.5
1216,2010,5,Portunus trituberculatus,6183 ,0 ,0 ,0.13 ,119.25,37.5
1217,2010,5,Loliolus,6183 ,37 ,8 ,0.13 ,119.25,37.5
1218,2010,5,Octopus ocellatus,6183 ,75 ,1 ,0.13 ,119.25,37.5
1219,2010,5,Engraulis japonicus,7252 ,0 ,0 ,0.13 ,119.33,37.25
1220,2010,5,Larimichthys polyactis,7252 ,0 ,0 ,0.13 ,119.33,37.25
1221,2010,5,Oratosquilla oratoria,7252 ,0 ,0 ,0.13 ,119.33,37.25
1222,2010,5,Portunus trituberculatus,7252 ,0 ,0 ,0.13 ,119.33,37.25
1223,2010,5,Loliolus,7252 ,109 ,16 ,0.13 ,119.33,37.25
1224,2010,5,Octopus ocellatus,7252 ,0 ,0 ,0.13 ,119.33,37.25
1225,2010,5,Engraulis japonicus,7342 ,0 ,0 ,0.13 ,119.66,37.25
1226,2010,5,Larimichthys polyactis,7342 ,0 ,0 ,0.13 ,119.66,37.25
1227,2010,5,Oratosquilla oratoria,7342 ,105 ,7 ,0.13 ,119.66,37.25
1228,2010,5,Portunus trituberculatus,7342 ,11 ,1 ,0.13 ,119.66,37.25
1229,2010,5,Loliolus,7342 ,225 ,47 ,0.13 ,119.66,37.25
1230,2010,5,Octopus ocellatus,7342 ,147 ,2 ,0.13 ,119.66,37.25
1231,2014,5,Engraulis japonicus,7342 ,0 ,0 ,0.13 ,119.66,37.25
1232,2014,5,Larimichthys polyactis,7342 ,0 ,0 ,0.13 ,119.66,37.25
1233,2014,5,Oratosquilla oratoria,7342 ,0 ,0 ,0.13 ,119.66,37.25
1234,2014,5,Portunus trituberculatus,7342 ,0 ,0 ,0.13 ,119.66,37.25
1235,2014,5,Loliolus,7342 ,130 ,29 ,0.13 ,119.66,37.25
1236,2014,5,Octopus ocellatus,7342 ,0 ,0 ,0.13 ,119.66,37.25
1237,2014,5,Engraulis japonicus,6274 ,0 ,0 ,0.13 ,119.66,37.5
1238,2014,5,Larimichthys polyactis,6274 ,0 ,0 ,0.13 ,119.66,37.5
1239,2014,5,Oratosquilla oratoria,6274 ,422 ,39 ,0.13 ,119.66,37.5
1240,2014,5,Portunus trituberculatus,6274 ,0 ,0 ,0.13 ,119.66,37.5
1241,2014,5,Loliolus,6274 ,113 ,29 ,0.13 ,119.66,37.5
1242,2014,5,Octopus ocellatus,6274 ,0 ,0 ,0.13 ,119.66,37.5
1243,2014,5,Engraulis japonicus,6294 ,307 ,21 ,0.13 ,120,37.5
1244,2014,5,Larimichthys polyactis,6294 ,0 ,0 ,0.13 ,120,37.5
1245,2014,5,Oratosquilla oratoria,6294 ,456 ,52 ,0.13 ,120,37.5
1246,2014,5,Portunus trituberculatus,6294 ,0 ,0 ,0.13 ,120,37.5
1247,2014,5,Loliolus,6294 ,139 ,29 ,0.13 ,120,37.5
1248,2014,5,Octopus ocellatus,6294 ,0 ,0 ,0.13 ,120,37.5
1249,2014,5,Engraulis japonicus,6251 ,25 ,2 ,0.13 ,119.75,37.75
1250,2014,5,Larimichthys polyactis,6251 ,0 ,0 ,0.13 ,119.75,37.75
1251,2014,5,Oratosquilla oratoria,6251 ,85 ,0 ,0.13 ,119.75,37.75
1252,2014,5,Portunus trituberculatus,6251 ,0 ,0 ,0.13 ,119.75,37.75
1253,2014,5,Loliolus,6251 ,76 ,20 ,0.13 ,119.75,37.75
1254,2014,5,Octopus ocellatus,6251 ,0 ,0 ,0.13 ,119.75,37.75
1255,2014,5,Engraulis japonicus,5183 ,380 ,18 ,0.13 ,119.75,38
1256,2014,5,Larimichthys polyactis,5183 ,0 ,0 ,0.13 ,119.75,38
1257,2014,5,Oratosquilla oratoria,5183 ,130 ,13 ,0.13 ,119.75,38
1258,2014,5,Portunus trituberculatus,5183 ,0 ,0 ,0.13 ,119.75,38
1259,2014,5,Loliolus,5183 ,25 ,4 ,0.13 ,119.75,38
1260,2014,5,Octopus ocellatus,5183 ,0 ,0 ,0.13 ,119.75,38
1261,2014,5,Engraulis japonicus,5151 ,0 ,0 ,0.13 ,119.75,38.25
1262,2014,5,Larimichthys polyactis,5151 ,0 ,0 ,0.13 ,119.75,38.25
1263,2014,5,Oratosquilla oratoria,5151 ,10 ,1 ,0.13 ,119.75,38.25
1264,2014,5,Portunus trituberculatus,5151 ,0 ,0 ,0.13 ,119.75,38.25
1265,2014,5,Loliolus,5151 ,10 ,3 ,0.13 ,119.75,38.25
1266,2014,5,Octopus ocellatus,5151 ,0 ,0 ,0.13 ,119.75,38.25
1267,2014,5,Engraulis japonicus,3851 ,0 ,0 ,0.13 ,119.75,38.75
1268,2014,5,Larimichthys polyactis,3851 ,0 ,0 ,0.13 ,119.75,38.75
1269,2014,5,Oratosquilla oratoria,3851 ,171 ,9 ,0.13 ,119.75,38.75
1270,2014,5,Portunus trituberculatus,3851 ,0 ,0 ,0.13 ,119.75,38.75
1271,2014,5,Loliolus,3851 ,13 ,3 ,0.13 ,119.75,38.75
1272,2014,5,Octopus ocellatus,3851 ,0 ,0 ,0.13 ,119.75,38.75
1273,2014,5,Engraulis japonicus,2494 ,37 ,1 ,0.13 ,120,39
1274,2014,5,Larimichthys polyactis,2494 ,0 ,0 ,0.13 ,120,39
1275,2014,5,Oratosquilla oratoria,2494 ,131 ,11 ,0.13 ,120,39
1276,2014,5,Portunus trituberculatus,2494 ,0 ,0 ,0.13 ,120,39
1277,2014,5,Loliolus,2494 ,24 ,5 ,0.13 ,120,39
1278,2014,5,Octopus ocellatus,2494 ,26 ,1 ,0.13 ,120,39
1279,2014,5,Engraulis japonicus,2551 ,0 ,0 ,0.13 ,120.25,39.25
1280,2014,5,Larimichthys polyactis,2551 ,0 ,0 ,0.13 ,120.25,39.25
1281,2014,5,Oratosquilla oratoria,2551 ,54 ,6 ,0.13 ,120.25,39.25
1282,2014,5,Portunus trituberculatus,2551 ,0 ,0 ,0.13 ,120.25,39.25
1283,2014,5,Loliolus,2551 ,52 ,10 ,0.13 ,120.25,39.25
1284,2014,5,Octopus ocellatus,2551 ,0 ,0 ,0.13 ,120.25,39.25
1285,2014,5,Engraulis japonicus,2594 ,0 ,0 ,0.13 ,120.5,39
1286,2014,5,Larimichthys polyactis,2594 ,0 ,0 ,0.13 ,120.5,39
1287,2014,5,Oratosquilla oratoria,2594 ,22 ,3 ,0.13 ,120.5,39
1288,2014,5,Portunus trituberculatus,2594 ,0 ,0 ,0.13 ,120.5,39
1289,2014,5,Loliolus,2594 ,22 ,6 ,0.13 ,120.5,39
1290,2014,5,Octopus ocellatus,2594 ,0 ,0 ,0.13 ,120.5,39
1291,2014,5,Engraulis japonicus,3951 ,0 ,0 ,0.13 ,120.25,38.75
1292,2014,5,Larimichthys polyactis,3951 ,0 ,0 ,0.13 ,120.25,38.75
1293,2014,5,Oratosquilla oratoria,3951 ,0 ,0 ,0.13 ,120.25,38.75
1294,2014,5,Portunus trituberculatus,3951 ,0 ,0 ,0.13 ,120.25,38.75
1295,2014,5,Loliolus,3951 ,30 ,9 ,0.13 ,120.25,38.75
1296,2014,5,Octopus ocellatus,3951 ,0 ,0 ,0.13 ,120.25,38.75
1297,2014,5,Engraulis japonicus,3894 ,0 ,0 ,0.13 ,120,38.5
1298,2014,5,Larimichthys polyactis,3894 ,0 ,0 ,0.13 ,120,38.5
1299,2014,5,Oratosquilla oratoria,3894 ,51 ,6 ,0.13 ,120,38.5
1300,2014,5,Portunus trituberculatus,3894 ,0 ,0 ,0.13 ,120,38.5
1301,2014,5,Loliolus,3894 ,24 ,6 ,0.13 ,120,38.5
1302,2014,5,Octopus ocellatus,3894 ,0 ,0 ,0.13 ,120,38.5
1303,2014,5,Engraulis japonicus,5251 ,0 ,0 ,0.13 ,120.25,38.25
1304,2014,5,Larimichthys polyactis,5251 ,79 ,1 ,0.13 ,120.25,38.25
1305,2014,5,Oratosquilla oratoria,5251 ,63 ,3 ,0.13 ,120.25,38.25
1306,2014,5,Portunus trituberculatus,5251 ,0 ,0 ,0.13 ,120.25,38.25
1307,2014,5,Loliolus,5251 ,3 ,1 ,0.13 ,120.25,38.25
1308,2014,5,Octopus ocellatus,5251 ,0 ,0 ,0.13 ,120.25,38.25
1309,2014,5,Engraulis japonicus,5274 ,0 ,0 ,0.13 ,120.15,38
1310,2014,5,Larimichthys polyactis,5274 ,0 ,0 ,0.13 ,120.15,38
1311,2014,5,Oratosquilla oratoria,5274 ,180 ,24 ,0.13 ,120.15,38
1312,2014,5,Portunus trituberculatus,5274 ,0 ,0 ,0.13 ,120.15,38
1313,2014,5,Loliolus,5274 ,2 ,1 ,0.13 ,120.15,38
1314,2014,5,Octopus ocellatus,5274 ,30 ,1 ,0.13 ,120.15,38
1315,2014,5,Engraulis japonicus,6351 ,60 ,7 ,0.13 ,120.25,37.75
1316,2014,5,Larimichthys polyactis,6351 ,0 ,0 ,0.13 ,120.25,37.75
1317,2014,5,Oratosquilla oratoria,6351 ,0 ,0 ,0.13 ,120.25,37.75
1318,2014,5,Portunus trituberculatus,6351 ,0 ,0 ,0.13 ,120.25,37.75
1319,2014,5,Loliolus,6351 ,60 ,19 ,0.13 ,120.25,37.75
1320,2014,5,Octopus ocellatus,6351 ,0 ,0 ,0.13 ,120.25,37.75
1321,2014,5,Engraulis japonicus,5293 ,70 ,7 ,0.13 ,120.4 ,38.0 
1322,2014,5,Larimichthys polyactis,5293 ,0 ,0 ,0.13 ,120.4 ,38.0 
1323,2014,5,Oratosquilla oratoria,5293 ,43 ,5 ,0.13 ,120.4 ,38.0 
1324,2014,5,Portunus trituberculatus,5293 ,0 ,0 ,0.13 ,120.4 ,38.0 
1325,2014,5,Loliolus,5293 ,0 ,0 ,0.13 ,120.4 ,38.0 
1326,2014,5,Octopus ocellatus,5293 ,0 ,0 ,0.13 ,120.4 ,38.0 
1327,2014,5,Engraulis japonicus,5262 ,9 ,1 ,0.13 ,120.5,38.25
1328,2014,5,Larimichthys polyactis,5262 ,0 ,0 ,0.13 ,120.5,38.25
1329,2014,5,Oratosquilla oratoria,5262 ,14 ,1 ,0.13 ,120.5,38.25
1330,2014,5,Portunus trituberculatus,5262 ,0 ,0 ,0.13 ,120.5,38.25
1331,2014,5,Loliolus,5262 ,1 ,1 ,0.13 ,120.5,38.25
1332,2014,5,Octopus ocellatus,5262 ,0 ,0 ,0.13 ,120.5,38.25
1333,2014,5,Engraulis japonicus,3994 ,0 ,0 ,0.13 ,120.5,38.5
1334,2014,5,Larimichthys polyactis,3994 ,0 ,0 ,0.13 ,120.5,38.5
1335,2014,5,Oratosquilla oratoria,3994 ,9 ,1 ,0.13 ,120.5,38.5
1336,2014,5,Portunus trituberculatus,3994 ,0 ,0 ,0.13 ,120.5,38.5
1337,2014,5,Loliolus,3994 ,10 ,3 ,0.13 ,120.5,38.5
1338,2014,5,Octopus ocellatus,3994 ,0 ,0 ,0.13 ,120.5,38.5
1339,2014,5,Engraulis japonicus,4051 ,0 ,0 ,0.13 ,120.75,38.75
1340,2014,5,Larimichthys polyactis,4051 ,0 ,0 ,0.13 ,120.75,38.75
1341,2014,5,Oratosquilla oratoria,4051 ,0 ,0 ,0.13 ,120.75,38.75
1342,2014,5,Portunus trituberculatus,4051 ,0 ,0 ,0.13 ,120.75,38.75
1343,2014,5,Loliolus,4051 ,0 ,0 ,0.13 ,120.75,38.75
1344,2014,5,Octopus ocellatus,4051 ,0 ,0 ,0.13 ,120.75,38.75
1345,2014,5,Engraulis japonicus,2694 ,0 ,0 ,0.13 ,121,39
1346,2014,5,Larimichthys polyactis,2694 ,38 ,1 ,0.13 ,121,39
1347,2014,5,Oratosquilla oratoria,2694 ,0 ,0 ,0.13 ,121,39
1348,2014,5,Portunus trituberculatus,2694 ,0 ,0 ,0.13 ,121,39
1349,2014,5,Loliolus,2694 ,5 ,1 ,0.13 ,121,39
1350,2014,5,Octopus ocellatus,2694 ,0 ,0 ,0.13 ,121,39
1351,2014,5,Engraulis japonicus,2662 ,0 ,0 ,0.13 ,121.00 ,39.25 
1352,2014,5,Larimichthys polyactis,2662 ,0 ,0 ,0.13 ,121.00 ,39.25 
1353,2014,5,Oratosquilla oratoria,2662 ,15 ,1 ,0.13 ,121.00 ,39.25 
1354,2014,5,Portunus trituberculatus,2662 ,0 ,0 ,0.13 ,121.00 ,39.25 
1355,2014,5,Loliolus,2662 ,0 ,0 ,0.13 ,121.00 ,39.25 
1356,2014,5,Octopus ocellatus,2662 ,0 ,0 ,0.13 ,121.00 ,39.25 
1357,2014,5,Engraulis japonicus,2651 ,0 ,0 ,0.13 ,120.75,39.25
1358,2014,5,Larimichthys polyactis,2651 ,0 ,0 ,0.13 ,120.75,39.25
1359,2014,5,Oratosquilla oratoria,2651 ,29 ,2 ,0.13 ,120.75,39.25
1360,2014,5,Portunus trituberculatus,2651 ,0 ,0 ,0.13 ,120.75,39.25
1361,2014,5,Loliolus,2651 ,7 ,2 ,0.13 ,120.75,39.25
1362,2014,5,Octopus ocellatus,2651 ,0 ,0 ,0.13 ,120.75,39.25
1363,2014,5,Engraulis japonicus,1394 ,0 ,0 ,0.13 ,121,39.5
1364,2014,5,Larimichthys polyactis,1394 ,0 ,0 ,0.13 ,121,39.5
1365,2014,5,Oratosquilla oratoria,1394 ,20 ,1 ,0.13 ,121,39.5
1366,2014,5,Portunus trituberculatus,1394 ,0 ,0 ,0.13 ,121,39.5
1367,2014,5,Loliolus,1394 ,0 ,0 ,0.13 ,121,39.5
1368,2014,5,Octopus ocellatus,1394 ,0 ,0 ,0.13 ,121,39.5
1369,2014,5,Engraulis japonicus,1451 ,0 ,0 ,0.13 ,120.75,39.75
1370,2014,5,Larimichthys polyactis,1451 ,0 ,0 ,0.13 ,120.75,39.75
1371,2014,5,Oratosquilla oratoria,1451 ,0 ,0 ,0.13 ,120.75,39.75
1372,2014,5,Portunus trituberculatus,1451 ,0 ,0 ,0.13 ,120.75,39.75
1373,2014,5,Loliolus,1451 ,0 ,0 ,0.13 ,120.75,39.75
1374,2014,5,Octopus ocellatus,1451 ,0 ,0 ,0.13 ,120.75,39.75
1375,2014,5,Engraulis japonicus,794 ,0 ,0 ,0.13 ,122.5,40
1376,2014,5,Engraulis japonicus,751 ,0 ,0 ,0.13 ,121.25,40.25
1377,2014,5,Engraulis japonicus,694 ,0 ,0 ,0.13 ,121,40
1378,2014,5,Engraulis japonicus,651 ,0 ,0 ,0.13 ,120.75,40.25
1379,2014,5,Engraulis japonicus,1351 ,0 ,0 ,0.13 ,120.75,39.75
1380,2014,5,Engraulis japonicus,1294 ,0 ,0 ,0.13 ,120.5,39.5
1381,2014,5,Engraulis japonicus,1251 ,0 ,0 ,0.13 ,120.25,39.75
1382,2014,5,Engraulis japonicus,1194 ,0 ,0 ,0.13 ,120,39.5
1383,2014,5,Engraulis japonicus,2451 ,0 ,0 ,0.13 ,119.75,39.25
1384,2014,5,Engraulis japonicus,2394 ,0 ,0 ,0.13 ,119.5,39
1385,2014,5,Engraulis japonicus,3751 ,0 ,0 ,0.13 ,119.25,38.75
1386,2014,5,Engraulis japonicus,3651 ,0 ,0 ,0.13 ,118.75,38.75
1387,2014,5,Engraulis japonicus,3562 ,0 ,0 ,0.13 ,118.5,38.75
1388,2014,5,Engraulis japonicus,3584 ,0 ,0 ,0.13 ,118.33,38.5
1389,2014,5,Engraulis japonicus,3674 ,0 ,0 ,0.13 ,118.66,38.5
1390,2014,5,Engraulis japonicus,4951 ,0 ,0 ,0.13 ,118.75,38.25
1391,2014,5,Engraulis japonicus,3694 ,0 ,0 ,0.13 ,119,38.5
1392,2014,5,Engraulis japonicus,5051 ,0 ,0 ,0.13 ,119.25,38.25
1393,2014,5,Engraulis japonicus,5084 ,14 ,1 ,0.13 ,119.33,38
1394,2014,5,Engraulis japonicus,6151 ,300 ,17 ,0.13 ,119.25,37.75
1395,2014,5,Engraulis japonicus,6183 ,875 ,50 ,0.13 ,119.25,37.5
1396,2014,5,Larimichthys polyactis,751 ,0 ,0 ,0.13 ,121.25,40.25
1397,2014,5,Larimichthys polyactis,694 ,0 ,0 ,0.13 ,121,40
1398,2014,5,Larimichthys polyactis,651 ,0 ,0 ,0.13 ,120.75,40.25
1399,2014,5,Larimichthys polyactis,1351 ,0 ,0 ,0.13 ,120.75,39.75
1400,2014,5,Larimichthys polyactis,1294 ,0 ,0 ,0.13 ,120.5,39.5
1401,2014,5,Larimichthys polyactis,1251 ,0 ,0 ,0.13 ,120.25,39.75
1402,2014,5,Larimichthys polyactis,1194 ,0 ,0 ,0.13 ,120,39.5
1403,2014,5,Larimichthys polyactis,2451 ,0 ,0 ,0.13 ,119.75,39.25
1404,2014,5,Larimichthys polyactis,2394 ,0 ,0 ,0.13 ,119.5,39
1405,2014,5,Larimichthys polyactis,3751 ,0 ,0 ,0.13 ,119.25,38.75
1406,2014,5,Larimichthys polyactis,3651 ,0 ,0 ,0.13 ,118.75,38.75
1407,2014,5,Larimichthys polyactis,3562 ,0 ,0 ,0.13 ,118.5,38.75
1408,2014,5,Larimichthys polyactis,3584 ,0 ,0 ,0.13 ,118.33,38.5
1409,2014,5,Larimichthys polyactis,3674 ,0 ,0 ,0.13 ,118.66,38.5
1410,2014,5,Larimichthys polyactis,4951 ,0 ,0 ,0.13 ,118.75,38.25
1411,2014,5,Larimichthys polyactis,3694 ,0 ,0 ,0.13 ,119,38.5
1412,2014,5,Larimichthys polyactis,5051 ,0 ,0 ,0.13 ,119.25,38.25
1413,2014,5,Larimichthys polyactis,5084 ,0 ,0 ,0.13 ,119.33,38
1414,2014,5,Larimichthys polyactis,6151 ,0 ,0 ,0.13 ,119.25,37.75
1415,2014,5,Larimichthys polyactis,6183 ,0 ,0 ,0.13 ,119.25,37.5
1416,2014,5,Oratosquilla oratoria,751 ,200 ,10 ,0.13 ,121.25,40.25
1417,2014,5,Oratosquilla oratoria,694 ,31 ,2 ,0.13 ,121,40
1418,2014,5,Oratosquilla oratoria,651 ,23 ,1 ,0.13 ,120.75,40.25
1419,2014,5,Oratosquilla oratoria,1351 ,11 ,1 ,0.13 ,120.75,39.75
1420,2014,5,Oratosquilla oratoria,1294 ,12 ,3 ,0.13 ,120.5,39.5
1421,2014,5,Oratosquilla oratoria,1251 ,670 ,52 ,0.13 ,120.25,39.75
1422,2014,5,Oratosquilla oratoria,1194 ,277 ,33 ,0.13 ,120,39.5
1423,2014,5,Oratosquilla oratoria,2451 ,1150 ,75 ,0.13 ,119.75,39.25
1424,2014,5,Oratosquilla oratoria,2394 ,295 ,72 ,0.13 ,119.5,39
1425,2014,5,Oratosquilla oratoria,3751 ,88 ,11 ,0.13 ,119.25,38.75
1426,2014,5,Oratosquilla oratoria,3651 ,130 ,9 ,0.13 ,118.75,38.75
1427,2014,5,Oratosquilla oratoria,3562 ,22 ,1 ,0.13 ,118.5,38.75
1428,2014,5,Oratosquilla oratoria,3584 ,52 ,5 ,0.13 ,118.33,38.5
1429,2014,5,Oratosquilla oratoria,3674 ,355 ,44 ,0.13 ,118.66,38.5
